OrderID,Department,TaskName,StartDate,EndDate,Duration,Cost,Status,Employee,Priority
OPS0269,Warehouse,Staff Training,2023-08-12,2023-08-28,16,3133.92,Delayed,EMP036,Medium
OPS0270,Quality,Customer Follow-up,2023-08-13,2023-09-04,22,4141.55,Delayed,EMP048,High
OPS0271,Quality,Inventory Check,2023-08-14,2023-09-02,19,3475.17,Delayed,EMP017,Medium
OPS0272,Logistics,Report Generation,2023-08-15,2023-08-24,9,2804.49,Completed,EMP032,Medium
OPS0273,Customer Service,Staff Training,2023-08-16,2023-08-17,1,1285.01,Completed,EMP041,Medium
OPS0274,Customer Service,Customer Follow-up,2023-08-16,2023-08-26,10,2187.39,Completed,EMP006,Low
OPS0275,Warehouse,Shipment Processing,2023-08-17,2023-09-05,19,4841.94,Delayed,EMP024,Low
OPS0276,Logistics,Order Fulfillment,2023-08-18,2023-08-19,1,3323.05,Completed,EMP027,Medium
OPS0277,Warehouse,Shipment Processing,2023-08-19,2023-08-21,2,2865.54,Completed,EMP020,Medium
OPS0278,Production,Report Generation,2023-08-20,2023-09-05,16,4671.49,In Progress,EMP025,High
OPS0279,Quality,Customer Follow-up,2023-08-21,2023-09-02,12,2973.91,Completed,EMP002,Medium
OPS0280,Warehouse,Inventory Check,2023-08-21,2023-08-29,8,2677.8,Completed,EMP009,High
OPS0281,Quality,Order Fulfillment,2023-08-22,2023-09-14,23,3820.62,In Progress,EMP028,High
OPS0282,Logistics,Equipment Maintenance,2023-08-23,2023-09-10,18,3592.06,Completed,EMP038,Low
OPS0283,Production,Quality Audit,2023-08-24,2023-08-26,2,1046.48,Completed,EMP003,Medium
OPS0284,Logistics,Staff Training,2023-08-25,2023-09-19,25,2409.41,In Progress,EMP020,Medium
OPS0285,Production,Customer Follow-up,2023-08-26,2023-09-24,29,2415.33,In Progress,EMP006,High
OPS0286,Production,Shipment Processing,2023-08-26,2023-09-08,13,1953.3,Delayed,EMP039,Medium
OPS0287,Quality,Inventory Check,2023-08-27,2023-09-02,6,2634.74,Completed,EMP033,High
OPS0288,Logistics,Quality Audit,2023-08-28,2023-09-18,21,2124.23,Completed,EMP001,High
OPS0289,Logistics,Staff Training,2023-08-29,2023-09-24,26,1076.79,In Progress,EMP037,High
OPS0290,Warehouse,Quality Audit,2023-08-30,2023-09-05,6,2120.6,Completed,EMP006,Medium
OPS0291,Logistics,Staff Training,2023-08-31,2023-09-09,9,454.16,Completed,EMP045,Medium
OPS0292,Warehouse,Customer Follow-up,2023-08-31,2023-09-16,16,2921.35,In Progress,EMP034,High
OPS0293,Customer Service,Equipment Maintenance,2023-09-01,2023-09-12,11,4282.91,Completed,EMP047,Medium
OPS0294,Customer Service,Order Fulfillment,2023-09-02,2023-09-09,7,3653.91,Completed,EMP015,High
OPS0295,Customer Service,Customer Follow-up,2023-09-03,2023-09-13,10,1865.93,Completed,EMP045,Medium
OPS0296,Logistics,Quality Audit,2023-09-04,2023-09-14,10,526.65,Completed,EMP026,Low
OPS0297,Logistics,Quality Audit,2023-09-05,2023-09-30,25,1090.53,Completed,EMP014,Medium
OPS0298,Warehouse,Quality Audit,2023-09-05,2023-09-25,20,2772.9,Completed,EMP007,Low
OPS0299,Production,Order Fulfillment,2023-09-06,2023-09-24,18,1114.58,In Progress,EMP046,Low
OPS0300,Warehouse,Inventory Check,2023-09-07,2023-10-05,28,2765.47,Delayed,EMP031,Medium
OPS0301,Customer Service,Staff Training,2023-09-08,2023-10-02,24,1234.84,Completed,EMP024,Medium
OPS0302,Warehouse,Customer Follow-up,2023-09-09,2023-09-29,20,4259.73,Completed,EMP031,Low
OPS0303,Production,Customer Follow-up,2023-09-10,2023-10-09,29,2046.63,Completed,EMP029,Medium
OPS0304,Logistics,Equipment Maintenance,2023-09-10,2023-09-19,9,1303.2,Completed,EMP042,High
OPS0305,Warehouse,Quality Audit,2023-09-11,2023-09-26,15,4080.4,In Progress,EMP032,Low
OPS0306,Customer Service,Report Generation,2023-09-12,2023-09-16,4,1779.91,In Progress,EMP017,Medium
OPS0307,Customer Service,Customer Follow-up,2023-09-13,2023-09-21,8,646.29,In Progress,EMP014,High
OPS0308,Logistics,Order Fulfillment,2023-09-14,2023-09-23,9,2895.01,Completed,EMP040,Medium
OPS0309,Warehouse,Inventory Check,2023-09-15,2023-09-28,13,2949.66,Completed,EMP036,Low
OPS0310,Production,Customer Follow-up,2023-09-15,2023-09-24,9,3602.01,Completed,EMP048,Medium
OPS0311,Logistics,Staff Training,2023-09-16,2023-10-12,26,1277.08,Completed,EMP024,Medium
OPS0312,Warehouse,Order Fulfillment,2023-09-17,2023-09-21,4,2274.48,In Progress,EMP045,Low
OPS0313,Quality,Equipment Maintenance,2023-09-18,2023-10-05,17,1483.6,Delayed,EMP027,Medium
OPS0314,Customer Service,Equipment Maintenance,2023-09-19,2023-10-05,16,496.67,Completed,EMP025,Medium
OPS0315,Production,Staff Training,2023-09-20,2023-10-05,15,4395.41,In Progress,EMP032,Medium
OPS0316,Production,Quality Audit,2023-09-20,2023-09-23,3,3671.46,Completed,EMP018,Medium
OPS0317,Production,Equipment Maintenance,2023-09-21,2023-10-16,25,1577.17,Completed,EMP046,Medium
OPS0318,Customer Service,Inventory Check,2023-09-22,2023-10-12,20,3036.93,Completed,EMP018,Medium
OPS0319,Warehouse,Order Fulfillment,2023-09-23,2023-09-28,5,1086.19,Completed,EMP037,Medium
OPS0320,Logistics,Customer Follow-up,2023-09-24,2023-10-17,23,4462.16,Completed,EMP026,Low
OPS0321,Warehouse,Inventory Check,2023-09-25,2023-09-30,5,663.04,In Progress,EMP009,High
OPS0322,Logistics,Quality Audit,2023-09-25,2023-10-15,20,118.8,Delayed,EMP035,High
OPS0323,Production,Inventory Check,2023-09-26,2023-10-11,15,2559.84,Completed,EMP008,Medium
OPS0324,Warehouse,Inventory Check,2023-09-27,2023-10-15,18,2957.33,Completed,EMP020,Low
OPS0325,Production,Shipment Processing,2023-09-28,2023-10-13,15,2936.93,Delayed,EMP042,High
OPS0326,Quality,Inventory Check,2023-09-29,2023-10-01,2,367.11,In Progress,EMP022,High
OPS0327,Production,Staff Training,2023-09-30,2023-10-29,29,1638.81,In Progress,EMP019,High
OPS0328,Production,Order Fulfillment,2023-09-30,2023-10-13,13,2546.07,Completed,EMP030,Medium
OPS0329,Logistics,Shipment Processing,2023-10-01,2023-10-05,4,1161.24,Delayed,EMP028,High
OPS0330,Quality,Order Fulfillment,2023-10-02,2023-10-12,10,4375.87,Completed,EMP035,Medium
OPS0331,Production,Order Fulfillment,2023-10-03,2023-10-16,13,526.84,In Progress,EMP043,Medium
OPS0332,Production,Quality Audit,2023-10-04,2023-10-14,10,2488.18,Completed,EMP011,Low
OPS0333,Quality,Quality Audit,2023-10-05,2023-11-03,29,3487.94,In Progress,EMP031,Medium
OPS0334,Quality,Shipment Processing,2023-10-05,2023-10-14,9,1382.58,Completed,EMP049,High
OPS0335,Warehouse,Equipment Maintenance,2023-10-06,2023-10-14,8,3158.78,Completed,EMP048,Medium
OPS0336,Logistics,Report Generation,2023-10-07,2023-10-10,3,4163.99,Completed,EMP039,Low
OPS0337,Quality,Quality Audit,2023-10-08,2023-10-24,16,1032.65,Completed,EMP036,Medium
OPS0338,Quality,Report Generation,2023-10-09,2023-10-23,14,4594.38,In Progress,EMP030,Low
OPS0339,Customer Service,Quality Audit,2023-10-10,2023-10-19,9,2812.44,Delayed,EMP023,Low
OPS0340,Quality,Quality Audit,2023-10-10,2023-10-31,21,1566.24,Delayed,EMP019,High
OPS0341,Logistics,Order Fulfillment,2023-10-11,2023-10-22,11,2211.21,Completed,EMP012,Medium
OPS0342,Production,Shipment Processing,2023-10-12,2023-10-15,3,1629.74,In Progress,EMP015,High
OPS0343,Production,Order Fulfillment,2023-10-13,2023-10-18,5,3653.04,In Progress,EMP031,Medium
OPS0344,Production,Customer Follow-up,2023-10-14,2023-11-12,29,4001.87,Completed,EMP043,High
OPS0345,Production,Staff Training,2023-10-15,2023-10-25,10,4181.39,Completed,EMP037,Medium
OPS0346,Customer Service,Order Fulfillment,2023-10-15,2023-10-28,13,4930.26,In Progress,EMP037,Low
OPS0347,Quality,Report Generation,2023-10-16,2023-10-20,4,3977.29,Delayed,EMP015,High
OPS0348,Production,Report Generation,2023-10-17,2023-11-10,24,3046.78,In Progress,EMP029,Low
OPS0349,Warehouse,Staff Training,2023-10-18,2023-10-31,13,1762.18,Completed,EMP050,High
OPS0350,Production,Inventory Check,2023-10-19,2023-10-31,12,2768.52,Completed,EMP043,High
OPS0351,Quality,Inventory Check,2023-10-20,2023-10-25,5,301.23,Completed,EMP026,Low
OPS0352,Production,Staff Training,2023-10-20,2023-10-30,10,3749.64,In Progress,EMP044,Medium
OPS0353,Customer Service,Staff Training,2023-10-21,2023-11-18,28,2285.18,In Progress,EMP002,Medium
OPS0354,Logistics,Order Fulfillment,2023-10-22,2023-11-15,24,198.11,Completed,EMP020,High
OPS0355,Logistics,Staff Training,2023-10-23,2023-11-01,9,406.28,Delayed,EMP015,Medium
OPS0356,Quality,Customer Follow-up,2023-10-24,2023-11-13,20,1998.59,Completed,EMP004,Medium
OPS0357,Logistics,Shipment Processing,2023-10-25,2023-11-01,7,2958.77,Delayed,EMP022,Medium
OPS0358,Logistics,Inventory Check,2023-10-25,2023-10-27,2,2374.6,Completed,EMP050,Medium
OPS0359,Warehouse,Inventory Check,2023-10-26,2023-11-17,22,3134.1,Completed,EMP038,Low
OPS0360,Quality,Customer Follow-up,2023-10-27,2023-11-20,24,2453.44,Completed,EMP023,Medium
OPS0361,Quality,Equipment Maintenance,2023-10-28,2023-11-25,28,3342.35,Completed,EMP026,Low
OPS0362,Logistics,Customer Follow-up,2023-10-29,2023-11-21,23,1173.72,Completed,EMP011,Medium
OPS0363,Logistics,Customer Follow-up,2023-10-30,2023-11-06,7,652.93,Completed,EMP028,Medium
OPS0364,Logistics,Staff Training,2023-10-30,2023-11-07,8,3022.53,Completed,EMP002,High
OPS0365,Customer Service,Quality Audit,2023-10-31,2023-11-07,7,2474.98,In Progress,EMP008,Medium
OPS0366,Production,Quality Audit,2023-11-01,2023-11-22,21,231.65,Completed,EMP029,Low
OPS0367,Customer Service,Customer Follow-up,2023-11-02,2023-11-25,23,1964.36,Completed,EMP011,High
OPS0368,Quality,Staff Training,2023-11-03,2023-12-02,29,620.02,Completed,EMP037,High
OPS0369,Warehouse,Shipment Processing,2023-11-04,2023-11-18,14,2703.65,In Progress,EMP018,Medium
OPS0370,Production,Quality Audit,2023-11-04,2023-11-30,26,2039.31,Completed,EMP050,High
OPS0371,Warehouse,Equipment Maintenance,2023-11-05,2023-11-24,19,3104.44,Delayed,EMP014,Low
OPS0372,Quality,Report Generation,2023-11-06,2023-11-11,5,4047.45,In Progress,EMP010,Low
OPS0373,Quality,Staff Training,2023-11-07,2023-11-30,23,1568.38,Completed,EMP035,Medium
OPS0374,Warehouse,Customer Follow-up,2023-11-08,2023-12-03,25,4814.3,Completed,EMP009,High
OPS0375,Warehouse,Shipment Processing,2023-11-09,2023-11-27,18,2724.61,Completed,EMP035,Medium
OPS0376,Warehouse,Shipment Processing,2023-11-09,2023-11-29,20,3129.62,Completed,EMP011,Medium
OPS0377,Quality,Order Fulfillment,2023-11-10,2023-11-22,12,3435.29,Delayed,EMP044,Low
OPS0378,Logistics,Shipment Processing,2023-11-11,2023-12-04,23,3366.98,Delayed,EMP012,Medium
OPS0379,Warehouse,Quality Audit,2023-11-12,2023-11-29,17,2603.76,Completed,EMP003,Medium
OPS0380,Production,Customer Follow-up,2023-11-13,2023-11-26,13,2200.95,Completed,EMP039,Medium
OPS0381,Quality,Report Generation,2023-11-14,2023-11-16,2,363.53,In Progress,EMP014,Low
OPS0382,Customer Service,Quality Audit,2023-11-14,2023-12-09,25,208.22,In Progress,EMP028,Medium
OPS0383,Customer Service,Staff Training,2023-11-15,2023-11-28,13,1854.01,Completed,EMP011,Medium
OPS0384,Production,Report Generation,2023-11-16,2023-12-12,26,1734.94,Completed,EMP039,High
OPS0385,Logistics,Staff Training,2023-11-17,2023-11-24,7,1999.71,Completed,EMP025,Medium
OPS0386,Warehouse,Shipment Processing,2023-11-18,2023-12-16,28,778.0,In Progress,EMP021,Low
OPS0387,Quality,Equipment Maintenance,2023-11-19,2023-11-29,10,3717.02,Completed,EMP010,Medium
OPS0388,Warehouse,Inventory Check,2023-11-19,2023-12-12,23,4299.13,Completed,EMP043,Medium
OPS0389,Quality,Report Generation,2023-11-20,2023-11-26,6,4699.7,Delayed,EMP015,High
OPS0390,Customer Service,Customer Follow-up,2023-11-21,2023-11-24,3,2512.58,In Progress,EMP019,High
OPS0391,Warehouse,Order Fulfillment,2023-11-22,2023-12-18,26,3534.24,Delayed,EMP048,High
OPS0392,Production,Inventory Check,2023-11-23,2023-11-26,3,4292.2,Completed,EMP022,High
OPS0393,Logistics,Shipment Processing,2023-11-24,2023-12-12,18,2149.63,Completed,EMP021,Medium
OPS0394,Production,Shipment Processing,2023-11-24,2023-12-05,11,1616.12,Delayed,EMP044,High
OPS0395,Logistics,Customer Follow-up,2023-11-25,2023-12-17,22,4689.95,Completed,EMP032,High
OPS0396,Warehouse,Inventory Check,2023-11-26,2023-12-16,20,2626.82,Completed,EMP050,Low
OPS0397,Warehouse,Order Fulfillment,2023-11-27,2023-12-02,5,2536.54,Completed,EMP023,Medium
OPS0398,Logistics,Report Generation,2023-11-28,2023-12-17,19,974.24,Completed,EMP013,Medium
OPS0399,Customer Service,Report Generation,2023-11-29,2023-12-21,22,629.96,Completed,EMP005,Medium
OPS0400,Quality,Inventory Check,2023-11-30,2023-12-27,27,4226.32,Delayed,EMP004,Medium
